[20Apr2025 02:17:05.102] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 47.3.7, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412, nogui]
[20Apr2025 02:17:05.106] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.14 by Ubuntu; OS Linux arch amd64 version 6.8.0-1021-azure
[20Apr2025 02:17:05.492] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserver
[20Apr2025 02:17:05.544] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/Serversitoxd/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2365!/ Service=ModLauncher Env=SERVER
[20Apr2025 02:17:05.830] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Serversitoxd/servidor_minecraft/libraries/net/minecraftforge/fmlcore/1.20.1-47.3.7/fmlcore-1.20.1-47.3.7.jar is missing mods.toml file
[20Apr2025 02:17:05.832] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Serversitoxd/servidor_minecraft/libraries/net/minecraftforge/javafmllanguage/1.20.1-47.3.7/javafmllanguage-1.20.1-47.3.7.jar is missing mods.toml file
[20Apr2025 02:17:05.833] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Serversitoxd/servidor_minecraft/libraries/net/minecraftforge/lowcodelanguage/1.20.1-47.3.7/lowcodelanguage-1.20.1-47.3.7.jar is missing mods.toml file
[20Apr2025 02:17:05.834] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Serversitoxd/servidor_minecraft/libraries/net/minecraftforge/mclanguage/1.20.1-47.3.7/mclanguage-1.20.1-47.3.7.jar is missing mods.toml file
[20Apr2025 02:17:06.011] [main/WARN] [net.minecraftforge.jarjar.selection.JarSelector/]: Attempted to select two dependency jars from JarJar which have the same identification: Mod File:  and Mod File: . Using Mod File: 
[20Apr2025 02:17:06.012] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: Found 4 dependencies adding them to mods collection
[20Apr2025 02:17:08.083] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[20Apr2025 02:17:08.187] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeserver' with arguments [nogui]
[20Apr2025 02:17:08.360] [main/WARN] [mixin/]: Reference map 'coroutil.refmap.json' for coroutil.mixins.json could not be read. If this is a development environment you can ignore this message
[20Apr2025 02:17:09.798] [main/INFO] [MixinExtras|Service/]: Initializing MixinExtras via com.llamalad7.mixinextras.service.MixinExtrasServiceImpl(version=0.3.5).
[20Apr2025 02:17:16.350] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id architectury:sync_ids
[20Apr2025 02:17:16.353] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/42a7ad70b1cc371599a0eff744096b8a
[20Apr2025 02:17:16.360] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/74a5e841822a3a87854ae896a33430d6
[20Apr2025 02:17:16.365] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/eb3d1e2748533430848cadf0f37c7e9c
[20Apr2025 02:17:16.367] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/91c8520f19f93b3e8b6a727568e194ab
[20Apr2025 02:17:16.370] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/8c2784d778293fd482ed84b8aa5fedb9
[20Apr2025 02:17:16.374] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/ea038224ea783d40b2863f52239e2604
[20Apr2025 02:17:16.375] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/97ad64b7ecaf33209991c4f031501a58
[20Apr2025 02:17:16.504] [modloading-worker-0/INFO] [coroutil/]: forge loader environment detected
[20Apr2025 02:17:16.949] [modloading-worker-0/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Forge mod loading, version 47.3.7, for MC 1.20.1 with MCP 20230612.114412
[20Apr2025 02:17:16.950] [modloading-worker-0/INFO] [net.minecraftforge.common.MinecraftForge/FORGE]: MinecraftForge v47.3.7 Initialized
[20Apr2025 02:17:17.141] [modloading-worker-0/INFO] [be.florens.expandability.ExpandAbility/]: ExpandAbility here, who dis?
[20Apr2025 02:17:22.438] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:amphithere Expected: 196 Got: 327
[20Apr2025 02:17:22.438] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:amphithere_arrow Expected: 197 Got: 328
[20Apr2025 02:17:22.438] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:sea_serpent Expected: 198 Got: 329
[20Apr2025 02:17:22.442] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:sea_serpent_bubbles Expected: 199 Got: 330
[20Apr2025 02:17:22.442] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:sea_serpent_arrow Expected: 200 Got: 331
[20Apr2025 02:17:22.442] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:chain_tie Expected: 201 Got: 332
[20Apr2025 02:17:22.442] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:pixie_charge Expected: 202 Got: 333
[20Apr2025 02:17:22.442] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:myrmex_swarmer Expected: 203 Got: 334
[20Apr2025 02:17:22.442] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:tide_trident Expected: 204 Got: 335
[20Apr2025 02:17:22.442] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:mob_skull Expected: 205 Got: 336
[20Apr2025 02:17:22.442] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:dread_thrall Expected: 206 Got: 337
[20Apr2025 02:17:22.443] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:dread_ghoul Expected: 207 Got: 338
[20Apr2025 02:17:22.443] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:dread_beast Expected: 208 Got: 339
[20Apr2025 02:17:22.443] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:dread_scuttler Expected: 209 Got: 340
[20Apr2025 02:17:22.443] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:dread_lich Expected: 210 Got: 341
[20Apr2025 02:17:22.443] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:dread_lich_skull Expected: 211 Got: 342
[20Apr2025 02:17:22.443] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:dread_knight Expected: 212 Got: 343
[20Apr2025 02:17:22.443] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:dread_horse Expected: 213 Got: 344
[20Apr2025 02:17:22.443] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:hydra Expected: 214 Got: 345
[20Apr2025 02:17:22.443] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:hydra_breath Expected: 215 Got: 346
[20Apr2025 02:17:22.444] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:hydra_arrow Expected: 216 Got: 347
[20Apr2025 02:17:22.444] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:ghost Expected: 217 Got: 348
[20Apr2025 02:17:22.444] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: iceandfire:ghost_sword Expected: 218 Got: 349
[20Apr2025 02:17:22.453] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:villager_profession: Object did not get ID it asked for. Name: iceandfire:scribe Expected: 15 Got: 17
[20Apr2025 02:17:22.454] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:point_of_interest_type: Object did not get ID it asked for. Name: iceandfire:scribe Expected: 20 Got: 26
[20Apr2025 02:17:23.527] [main/WARN] [net.minecraft.server.packs.VanillaPackResourcesBuilder/]: Assets URL 'union:/workspaces/Serversitoxd/servidor_minecraft/libraries/net/minecraft/server/1.20.1-20230612.114412/server-1.20.1-20230612.114412-srg.jar%23143!/assets/.mcassetsroot' uses unexpected schema
[20Apr2025 02:17:23.527] [main/WARN] [net.minecraft.server.packs.VanillaPackResourcesBuilder/]: Assets URL 'union:/workspaces/Serversitoxd/servidor_minecraft/libraries/net/minecraft/server/1.20.1-20230612.114412/server-1.20.1-20230612.114412-srg.jar%23143!/data/.mcassetsroot' uses unexpected schema
[20Apr2025 02:17:23.584] [main/WARN] [net.minecraft.server.MinecraftServer/]: Missing data pack mod:easyanvils
[20Apr2025 02:17:23.584] [main/WARN] [net.minecraft.server.MinecraftServer/]: Missing data pack mod:nightmareesm
[20Apr2025 02:17:23.584] [main/WARN] [net.minecraft.server.MinecraftServer/]: Missing data pack mod:easymagic
[20Apr2025 02:17:23.585] [main/WARN] [net.minecraft.server.MinecraftServer/]: Missing data pack mod:mr_hostile_mobsimproveovertime
[20Apr2025 02:17:23.585] [main/WARN] [net.minecraft.server.MinecraftServer/]: Missing data pack mod:man
[20Apr2025 02:17:23.585] [main/WARN] [net.minecraft.server.MinecraftServer/]: Missing data pack mod:cerbons_api
[20Apr2025 02:17:23.585] [main/WARN] [net.minecraft.server.MinecraftServer/]: Missing data pack mod:alexsmobs
[20Apr2025 02:17:23.585] [main/WARN] [net.minecraft.server.MinecraftServer/]: Missing data pack mod:pointblank
[20Apr2025 02:17:23.585] [main/WARN] [net.minecraft.server.MinecraftServer/]: Missing data pack mod:cave_dweller
[20Apr2025 02:17:23.585] [main/WARN] [net.minecraft.server.MinecraftServer/]: Missing data pack mod:puzzleslib
[20Apr2025 02:17:23.585] [main/WARN] [net.minecraft.server.MinecraftServer/]: Missing data pack mod:puzzlesaccessapi
[20Apr2025 02:17:23.585] [main/WARN] [net.minecraft.server.MinecraftServer/]: Missing data pack mod:sanitydim
[20Apr2025 02:17:23.585] [main/WARN] [net.minecraft.server.MinecraftServer/]: Missing data pack pointblank_resources
[20Apr2025 02:17:24.933] [Worker-Main-3/WARN] [artifacts.Artifacts/]: Tag entries for curios:tags/items/magic_book.json cleared by tombstone-1.20.1-8.9.4.jar
[20Apr2025 02:17:25.720] [main/INFO] [net.minecraft.world.item.crafting.RecipeManager/]: Loaded 9 recipes
[20Apr2025 02:17:25.914] [main/INFO] [net.minecraft.advancements.AdvancementList/]: Loaded 2670 advancements
[20Apr2025 02:17:25.923] [main/INFO] [top.theillusivec4.curios.Curios/]: Loaded 13 curio slots
[20Apr2025 02:17:25.928] [main/INFO] [top.theillusivec4.curios.Curios/]: Loaded 11 curio entities
[20Apr2025 02:17:26.836] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Starting minecraft server version 1.20.1
[20Apr2025 02:17:26.836] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Loading properties
[20Apr2025 02:17:26.836] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Default game type: SURVIVAL
[20Apr2025 02:17:26.837] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Generating keypair
[20Apr2025 02:17:26.968] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Starting Minecraft server on *:25565
[20Apr2025 02:17:27.002] [Server thread/INFO] [net.minecraft.server.network.ServerConnectionListener/]: Using epoll channel type
[20Apr2025 02:17:27.088] [Server thread/WARN] [net.minecraft.server.dedicated.DedicatedServer/]: **** SERVER IS RUNNING IN OFFLINE/INSECURE MODE!
[20Apr2025 02:17:27.088] [Server thread/WARN] [net.minecraft.server.dedicated.DedicatedServer/]: The server will make no attempt to authenticate usernames. Beware.
[20Apr2025 02:17:27.088] [Server thread/WARN] [net.minecraft.server.dedicated.DedicatedServer/]: While this makes the game possible to play without internet access, it also opens up the ability for hackers to connect with any username they choose.
[20Apr2025 02:17:27.088] [Server thread/WARN] [net.minecraft.server.dedicated.DedicatedServer/]: To change this, set "online-mode" to "true" in the server.properties file.
[20Apr2025 02:17:27.105] [Server thread/INFO] [journeymap/]: Loading JourneyMap Forge Configs
[20Apr2025 02:17:27.105] [Thread-2/INFO] [journeymap/]: Loading JourneyMap Forge Configs
[20Apr2025 02:17:27.106] [Thread-2/INFO] [journeymap/]: Loading JourneyMap Forge Configs
[20Apr2025 02:17:27.223] [Server thread/INFO] [Framework/]: Loading server configs...
[20Apr2025 02:17:27.243] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Preparing level "world"
[20Apr2025 02:17:30.402] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Preparing start region for dimension minecraft:overworld
[20Apr2025 02:17:34.400] [Worker-Main-1/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[20Apr2025 02:17:34.403] [Worker-Main-2/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[20Apr2025 02:17:34.408] [Worker-Main-2/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[20Apr2025 02:17:34.410] [Worker-Main-3/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[20Apr2025 02:17:34.411] [Worker-Main-1/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[20Apr2025 02:17:34.413] [Worker-Main-3/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[20Apr2025 02:17:34.414] [Worker-Main-3/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[20Apr2025 02:17:34.417] [Worker-Main-2/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[20Apr2025 02:17:34.419] [Worker-Main-1/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[20Apr2025 02:17:34.903] [Worker-Main-3/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 11%
[20Apr2025 02:17:34.988] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:centipede_head
[20Apr2025 02:17:34.988] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:centipede_body
[20Apr2025 02:17:34.988] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:centipede_body
[20Apr2025 02:17:34.989] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:centipede_body
[20Apr2025 02:17:34.990] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:centipede_body
[20Apr2025 02:17:34.990] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:centipede_body
[20Apr2025 02:17:34.991] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:centipede_body
[20Apr2025 02:17:34.992] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:centipede_body
[20Apr2025 02:17:34.992] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:centipede_tail
[20Apr2025 02:17:34.996] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:cockroach
[20Apr2025 02:17:35.111] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:cockroach
[20Apr2025 02:17:35.162] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:cockroach
[20Apr2025 02:17:35.171] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:cockroach
[20Apr2025 02:17:35.255] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:terrapin
[20Apr2025 02:17:35.257] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:terrapin
[20Apr2025 02:17:35.260] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:terrapin
[20Apr2025 02:17:35.287] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:cockroach
[20Apr2025 02:17:35.327] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:catfish
[20Apr2025 02:17:35.402] [Worker-Main-2/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 74%
[20Apr2025 02:17:35.562] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:crow
[20Apr2025 02:17:35.605] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:crow
[20Apr2025 02:17:35.620] [Server thread/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Time elapsed: 5218 ms
[20Apr2025 02:17:35.621] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Done (8.519s)! For help, type "help"
[20Apr2025 02:17:35.659] [Server thread/INFO] [net.minecraftforge.server.permission.PermissionAPI/]: Successfully initialized permission handler forge:default_handler
[20Apr2025 02:17:35.694] [Server thread/INFO] [com.github.alexthe666.iceandfire.IceAndFire/]: {iceandfire:fire_dragon_roost=true, iceandfire:fire_lily=true, iceandfire:spawn_dragon_skeleton_fire=true, iceandfire:lightning_dragon_roost=true, iceandfire:spawn_dragon_skeleton_lightning=true, iceandfire:ice_dragon_roost=true, iceandfire:ice_dragon_cave=true, iceandfire:lightning_dragon_cave=true, iceandfire:cyclops_cave=true, iceandfire:spawn_wandering_cyclops=true, iceandfire:spawn_sea_serpent=true, iceandfire:frost_lily=true, iceandfire:hydra_cave=true, iceandfire:lightning_lily=true, iceandfire:pixie_village=true, iceandfire:myrmex_hive_jungle=true, iceandfire:myrmex_hive_desert=true, iceandfire:silver_ore=true, iceandfire:siren_island=true, iceandfire:spawn_dragon_skeleton_ice=true, iceandfire:spawn_stymphalian_bird=true, iceandfire:fire_dragon_cave=true, iceandfire:sapphire_ore=true, iceandfire:spawn_hippocampus=true, iceandfire:spawn_death_worm=true}
[20Apr2025 02:17:35.695] [Server thread/INFO] [com.github.alexthe666.iceandfire.IceAndFire/]: {TROLL_S=true, HIPPOGRYPH=true, AMPHITHERE=true, COCKATRICE=true, TROLL_M=true, DREAD_LICH=true, TROLL_F=true}
[20Apr2025 02:17:51.156] [Server thread/INFO] [net.minecraft.server.network.ServerLoginPacketListenerImpl/]: com.mojang.authlib.GameProfile@7c49cd17[id=<null>,name=Romanolshqui,properties={},legacy=false] (/127.181.242.121:37047) lost connection: Disconnected
[20Apr2025 02:19:32.852] [Server thread/INFO] [net.minecraft.server.network.ServerLoginPacketListenerImpl/]: com.mojang.authlib.GameProfile@3027a54d[id=<null>,name=DonTaco9701,properties={},legacy=false] (/127.166.206.173:49491) lost connection: Disconnected
[20Apr2025 02:22:37.010] [Server thread/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class net.minecraft.world.entity.player.Player from class tschipp.carryon.common.carry.CarryOnDataManager
[20Apr2025 02:22:37.039] [Server thread/WARN] [net.minecraft.server.PlayerAdvancements/]: Ignored advancement 'knize1007:root' in progress file ./world/advancements/502d4a00-7f64-3373-9acb-01a1972504c9.json - it doesn't exist anymore?
[20Apr2025 02:22:37.039] [Server thread/WARN] [net.minecraft.server.PlayerAdvancements/]: Ignored advancement 'knize1007:hostilemobs' in progress file ./world/advancements/502d4a00-7f64-3373-9acb-01a1972504c9.json - it doesn't exist anymore?
[20Apr2025 02:22:37.039] [Server thread/WARN] [net.minecraft.server.PlayerAdvancements/]: Ignored advancement 'man:feelingwatched' in progress file ./world/advancements/502d4a00-7f64-3373-9acb-01a1972504c9.json - it doesn't exist anymore?
[20Apr2025 02:22:37.070] [Server thread/INFO] [net.minecraft.server.players.PlayerList/]: DonTaco9701[/127.166.206.173:48103] logged in with entity id 571 at (44.820050498830774, 79.79673560066871, -74.58608939522749)
[20Apr2025 02:22:37.210] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: DonTaco9701 joined the game
[20Apr2025 02:22:37.309] [Server thread/WARN] [net.minecraft.server.level.ServerEntity/]: Fetching packet for removed entity ItemEntity['Air'/296, l='ServerLevel[world]', x=0.13, y=80.00, z=-19.69, removed=DISCARDED]
[20Apr2025 02:22:37.388] [Server thread/INFO] [Jade/]: Syncing config to DonTaco9701 (502d4a00-7f64-3373-9acb-01a1972504c9)
[20Apr2025 02:22:37.562] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: DonTaco9701 has made the advancement [Ice and Fire]
[20Apr2025 02:22:38.122] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:tasmanian_devil
[20Apr2025 02:22:38.392] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:skunk
[20Apr2025 02:22:38.398] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:skunk
[20Apr2025 02:22:38.399] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:skunk
[20Apr2025 02:22:38.401] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:tasmanian_devil
[20Apr2025 02:22:38.534] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:skunk
[20Apr2025 02:22:38.643] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:blue_jay
[20Apr2025 02:22:38.901] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:blue_jay
[20Apr2025 02:22:38.993] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:blue_jay
[20Apr2025 02:22:38.993] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:blue_jay
[20Apr2025 02:22:38.994] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:blue_jay
[20Apr2025 02:22:39.149] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:bison
[20Apr2025 02:22:39.153] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:bison
[20Apr2025 02:22:39.160] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:cockroach
[20Apr2025 02:22:39.232] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:cockroach
[20Apr2025 02:22:39.234] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:cockroach
[20Apr2025 02:22:39.236] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:cockroach
[20Apr2025 02:22:39.247] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:blue_jay
[20Apr2025 02:22:58.460] [Server thread/WARN] [net.minecraft.server.level.ServerEntity/]: Fetching packet for removed entity ItemEntity['Air'/289, l='ServerLevel[world]', x=0.12, y=75.00, z=17.11, removed=DISCARDED]
[20Apr2025 02:22:58.611] [Server thread/WARN] [net.minecraft.server.level.ServerEntity/]: Fetching packet for removed entity ItemEntity['Air'/381, l='ServerLevel[world]', x=87.97, y=24.00, z=11.24, removed=DISCARDED]
[20Apr2025 02:23:07.300] [Server thread/WARN] [net.minecraft.server.level.ServerEntity/]: Fetching packet for removed entity ItemEntity['Air'/360, l='ServerLevel[world]', x=78.89, y=55.00, z=29.56, removed=DISCARDED]
[20Apr2025 02:23:13.476] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:bison
[20Apr2025 02:23:13.477] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:bison
[20Apr2025 02:23:40.336] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:seal
[20Apr2025 02:23:40.336] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:seal
[20Apr2025 02:23:40.336] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:seal
[20Apr2025 02:23:40.336] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:seal
[20Apr2025 02:23:40.344] [Server thread/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id alexsmobs:raccoon
[20Apr2025 02:24:00.500] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [DonTaco9701: Applied effect Saturation to DonTaco9701]
[20Apr2025 02:24:03.760] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [DonTaco9701: Applied effect Saturation to DonTaco9701]
